path,name,utc_ctime_estimate,utc_modified_time_estimate,utc_accessed_time_estimate,megabytes,extension,type,raw_location,lat,lon,utc_metadata_creation_time
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_073241.mp4,20220314_073241.mp4,2024-12-13 12:20:44.858834743+00:00,2022-03-14 11:32:47+00:00,2024-12-14 08:58:24.968079567+00:00,49.696246,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-14 05:32:47+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_073250.mp4,20220314_073250.mp4,2024-12-13 12:20:45.117408514+00:00,2022-03-14 11:32:55+00:00,2024-12-14 08:58:25.923083544+00:00,38.388185,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-14 05:32:55+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_073322.mp4,20220314_073322.mp4,2024-12-13 12:20:45.352737904+00:00,2022-03-14 11:33:26+00:00,2024-12-14 08:58:25.687208891+00:00,34.180006,mp4,clip,+31.7744+035.2224/,31.7744,35.2224,2022-03-14 05:33:26+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_074441.mp4,20220314_074441.mp4,2024-12-13 12:20:45.681650400+00:00,2022-03-14 11:44:47+00:00,2024-12-14 08:58:25.471978903+00:00,46.474139,mp4,clip,+31.7745+035.2226/,31.7745,35.2226,2022-03-14 05:44:47+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_074527.mp4,20220314_074527.mp4,2024-12-13 12:20:46.180236340+00:00,2022-03-14 11:45:34+00:00,2024-12-14 08:58:25.187665462+00:00,64.599277,mp4,clip,+31.7747+035.2226/,31.7747,35.2226,2022-03-14 05:45:34+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_074928.mp4,20220314_074928.mp4,2024-12-13 12:20:46.486491919+00:00,2022-03-14 11:49:33+00:00,2024-12-14 08:58:24.254268885+00:00,41.555655,mp4,clip,+31.7745+035.2226/,31.7745,35.2226,2022-03-14 05:49:33+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_083531.mp4,20220314_083531.mp4,2024-12-13 12:20:47.312936068+00:00,2022-03-14 12:35:36+00:00,2024-12-14 08:58:23.595502377+00:00,40.605629,mp4,clip,+31.7904+035.2525/,31.7904,35.2525,2022-03-14 06:35:36+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_084035.mp4,20220314_084035.mp4,2024-12-13 12:20:49.853794813+00:00,2022-03-14 12:41:01+00:00,2024-12-14 08:58:20.194776535+00:00,242.400708,mp4,clip,+31.7995+035.3099/,31.7995,35.3099,2022-03-14 06:41:01+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_084840.mp4,20220314_084840.mp4,2024-12-13 12:20:51.030925751+00:00,2022-03-14 12:48:44+00:00,2024-12-14 08:58:22.166219473+00:00,36.692949,mp4,clip,+31.8081+035.3960/,31.8081,35.396,2022-03-14 06:48:44+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_085303.mp4,20220314_085303.mp4,2024-12-13 12:20:51.770889759+00:00,2022-03-14 12:53:08+00:00,2024-12-14 08:58:22.793304205+00:00,33.638746,mp4,clip,+31.8014+035.4480/,31.8014,35.448,2022-03-14 06:53:08+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_085309.mp4,20220314_085309.mp4,2024-12-13 12:20:52.422747612+00:00,2022-03-14 12:53:20+00:00,2024-12-14 08:58:21.618289232+00:00,101.646925,mp4,clip,+31.8012+035.4609/,31.8012,35.4609,2022-03-14 06:53:20+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_090805.mp4,20220314_090805.mp4,2024-12-13 12:20:53.441574812+00:00,2022-03-14 13:08:18+00:00,2024-12-14 08:58:18.176699162+00:00,112.027764,mp4,clip,+31.6609+035.4299/,31.6609,35.4299,2022-03-14 07:08:17+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_090821.mp4,20220314_090821.mp4,2024-12-13 12:20:53.812989712+00:00,2022-03-14 13:08:27+00:00,2024-12-14 08:58:18.662437916+00:00,57.587913,mp4,clip,+31.6570+035.4283/,31.657,35.4283,2022-03-14 07:08:27+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_090853.jpg,20220314_090853.jpg,2024-12-13 02:07:07.198856831+00:00,2022-03-14 13:08:55+00:00,2024-12-14 08:58:17.122764587+00:00,2.559383,jpg,pic,0,31.650483,35.42320099972222,2022-03-14 07:08:53+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_090856.jpg,20220314_090856.jpg,2024-12-13 02:07:07.214343548+00:00,2022-03-14 13:08:59+00:00,2024-12-14 08:58:17.173753262+00:00,2.650162,jpg,pic,0,31.6499145,35.42258019972222,2022-03-14 07:08:56+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_091316.mp4,20220314_091316.mp4,2024-12-13 12:20:54.312613964+00:00,2022-03-14 13:13:24+00:00,2024-12-14 08:58:17.549820900+00:00,76.904987,mp4,clip,+31.5912+035.4059/,31.5912,35.4059,2022-03-14 07:13:24+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_091614.mp4,20220314_091614.mp4,2024-12-13 12:20:54.763049841+00:00,2022-03-14 13:16:21+00:00,2024-12-14 08:58:16.719702959+00:00,63.414001,mp4,clip,+31.5595+035.4036/,31.5595,35.4036,2022-03-14 07:16:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_091848.mp4,20220314_091848.mp4,2024-12-13 12:20:55.235681057+00:00,2022-03-14 13:18:55+00:00,2024-12-14 08:58:16.027813673+00:00,65.87514,mp4,clip,+31.5307+035.3933/,31.5307,35.3933,2022-03-14 07:18:55+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_092639.mp4,20220314_092639.mp4,2024-12-13 12:20:55.642895460+00:00,2022-03-14 13:26:46+00:00,2024-12-14 08:58:15.725099802+00:00,56.288884,mp4,clip,+31.4604+035.3920/,31.4604,35.392,2022-03-14 07:26:46+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_092705.mp4,20220314_092705.mp4,2024-12-13 12:20:56.341117144+00:00,2022-03-14 13:27:15+00:00,2024-12-14 08:58:16.317391396+00:00,93.513586,mp4,clip,+31.4599+035.3922/,31.4599,35.3922,2022-03-14 07:27:15+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_100637.mp4,20220314_100637.mp4,2024-12-13 12:20:59.300374985+00:00,2022-03-14 14:06:48+00:00,2024-12-14 08:58:09.323781967+00:00,100.163218,mp4,clip,+31.3127+035.3618/,31.3127,35.3618,2022-03-14 08:06:48+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_100703.mp4,20220314_100703.mp4,2024-12-13 12:20:59.548368454+00:00,2022-03-14 14:07:08+00:00,2024-12-14 08:58:12.791107178+00:00,37.544653,mp4,clip,+31.3127+035.3618/,31.3127,35.3618,2022-03-14 08:07:08+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_100749.mp4,20220314_100749.mp4,2024-12-13 12:20:59.835259438+00:00,2022-03-14 14:07:55+00:00,2024-12-14 08:58:12.232806444+00:00,44.332596,mp4,clip,+31.3146+035.3584/,31.3146,35.3584,2022-03-14 08:07:55+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_100804.mp4,20220314_100804.mp4,2024-12-13 12:21:00.119210243+00:00,2022-03-14 14:08:09+00:00,2024-12-14 08:58:09.763509989+00:00,42.644633,mp4,clip,+31.3146+035.3584/,31.3146,35.3584,2022-03-14 08:08:09+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_100823.mp4,20220314_100823.mp4,2024-12-13 12:21:01.084163189+00:00,2022-03-14 14:08:39+00:00,2024-12-14 08:58:11.485898495+00:00,147.753415,mp4,clip,+31.3146+035.3584/,31.3146,35.3584,2022-03-14 08:08:39+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_100841.mp4,20220314_100841.mp4,2024-12-13 12:21:01.367405891+00:00,2022-03-14 14:08:46+00:00,2024-12-14 08:58:10.033280849+00:00,40.866217,mp4,clip,+31.3173+035.3548/,31.3173,35.3548,2022-03-14 08:08:46+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_101420.mp4,20220314_101420.mp4,2024-12-13 12:21:02.036283016+00:00,2022-03-14 14:14:25+00:00,2024-12-14 08:58:11.313500404+00:00,40.667474,mp4,clip,+31.3167+035.3544/,31.3167,35.3544,2022-03-14 08:14:25+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_101429.mp4,20220314_101429.mp4,2024-12-13 12:21:02.796923399+00:00,2022-03-14 14:14:41+00:00,2024-12-14 08:58:10.718899727+00:00,113.80133,mp4,clip,+31.3167+035.3544/,31.3167,35.3544,2022-03-14 08:14:41+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_101857.mp4,20220314_101857.mp4,2024-12-13 12:21:03.012864590+00:00,2022-03-14 14:19:02+00:00,2024-12-14 08:58:12.642251253+00:00,33.178842,mp4,clip,+31.3170+035.3542/,31.317,35.3542,2022-03-14 08:19:02+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_101904.mp4,20220314_101904.mp4,2024-12-13 12:21:03.252578735+00:00,2022-03-14 14:19:08+00:00,2024-12-14 08:58:09.165213108+00:00,34.447559,mp4,clip,+31.3171+035.3543/,31.3171,35.3543,2022-03-14 08:19:08+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_101947.mp4,20220314_101947.mp4,2024-12-13 12:21:03.565109015+00:00,2022-03-14 14:19:53+00:00,2024-12-14 08:58:12.441553593+00:00,44.039291,mp4,clip,+31.3169+035.3544/,31.3169,35.3544,2022-03-14 08:19:53+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_102115.mp4,20220314_102115.mp4,2024-12-13 12:21:03.909476042+00:00,2022-03-14 14:21:21+00:00,2024-12-14 08:58:10.492831230+00:00,47.9441,mp4,clip,+31.3169+035.3544/,31.3169,35.3544,2022-03-14 08:21:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_103520.mp4,20220314_103520.mp4,2024-12-13 12:21:05.133711338+00:00,2022-03-14 14:35:25+00:00,2024-12-14 08:58:05.361216784+00:00,43.663786,mp4,clip,+31.3183+035.3541/,31.3183,35.3541,2022-03-14 08:35:25+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_103529.mp4,20220314_103529.mp4,2024-12-13 12:21:05.465995073+00:00,2022-03-14 14:35:34+00:00,2024-12-14 08:58:06.965830564+00:00,46.071558,mp4,clip,+31.3183+035.3541/,31.3183,35.3541,2022-03-14 08:35:34+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_103538.mp4,20220314_103538.mp4,2024-12-13 12:21:05.741545916+00:00,2022-03-14 14:35:43+00:00,2024-12-14 08:58:06.707018375+00:00,39.231735,mp4,clip,+31.3183+035.3541/,31.3183,35.3541,2022-03-14 08:35:43+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_103949.mp4,20220314_103949.mp4,2024-12-13 12:21:06.846900225+00:00,2022-03-14 14:40:05+00:00,2024-12-14 08:58:06.019136667+00:00,153.300332,mp4,clip,+31.3182+035.3542/,31.3182,35.3542,2022-03-14 08:40:05+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_104140.mp4,20220314_104140.mp4,2024-12-13 12:21:07.152757645+00:00,2022-03-14 14:41:45+00:00,2024-12-14 08:58:00.263825892+00:00,42.89978,mp4,clip,+31.3179+035.3542/,31.3179,35.3542,2022-03-14 08:41:45+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_105447.mp4,20220314_105447.mp4,2024-12-13 12:21:11.568728685+00:00,2022-03-14 14:55:12+00:00,2024-12-14 08:58:00.464595318+00:00,235.61901,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 08:55:12+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_105533.mp4,20220314_105533.mp4,2024-12-13 12:21:12.382037640+00:00,2022-03-14 14:55:46+00:00,2024-12-14 08:58:02.932267904+00:00,112.799461,mp4,clip,+31.3177+035.3539/,31.3177,35.3539,2022-03-14 08:55:46+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_105548.mp4,20220314_105548.mp4,2024-12-13 12:21:13.162517071+00:00,2022-03-14 14:56:00+00:00,2024-12-14 08:58:03.700088024+00:00,109.707235,mp4,clip,+31.3177+035.3539/,31.3177,35.3539,2022-03-14 08:56:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_111203.mp4,20220314_111203.mp4,2024-12-13 12:21:13.427364349+00:00,2022-03-14 15:12:07+00:00,2024-12-14 08:57:58.694374323+00:00,37.236762,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:12:07+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_111210.mp4,20220314_111210.mp4,2024-12-13 12:21:13.873082161+00:00,2022-03-14 15:12:17+00:00,2024-12-14 08:57:58.942967892+00:00,63.540809,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:12:17+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_111830.mp4,20220314_111830.mp4,2024-12-13 12:21:14.208835840+00:00,2022-03-14 15:18:35+00:00,2024-12-14 08:57:56.470630407+00:00,46.466023,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:18:35+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_112346.mp4,20220314_112346.mp4,2024-12-13 12:21:14.718743324+00:00,2022-03-14 15:23:54+00:00,2024-12-14 08:57:56.682435751+00:00,71.200729,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:23:54+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_112444.mp4,20220314_112444.mp4,2024-12-13 12:21:15.166283131+00:00,2022-03-14 15:24:51+00:00,2024-12-14 08:57:58.250909805+00:00,62.696251,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:24:51+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_112610.mp4,20220314_112610.mp4,2024-12-13 12:21:15.772590399+00:00,2022-03-14 15:26:19+00:00,2024-12-14 08:57:57.785176754+00:00,86.353426,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:26:19+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_112853.mp4,20220314_112853.mp4,2024-12-13 12:21:16.015156746+00:00,2022-03-14 15:28:57+00:00,2024-12-14 08:57:57.617964268+00:00,34.291849,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:28:57+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_113231.mp4,20220314_113231.mp4,2024-12-13 12:21:16.874769688+00:00,2022-03-14 15:32:44+00:00,2024-12-14 08:57:57.093394518+00:00,118.122248,mp4,clip,+31.3178+035.3539/,31.3178,35.3539,2022-03-14 09:32:44+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_120515.jpg,20220314_120515.jpg,2024-12-13 02:07:07.241683483+00:00,2022-03-14 16:05:42+00:00,2024-12-14 08:57:55.627328396+00:00,3.419672,jpg,pic,0,31.312707199722222,35.362888599722226,2022-03-14 10:05:15+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_122716.jpg,20220314_122716.jpg,2024-12-13 02:07:07.253981589+00:00,2022-03-14 16:27:17+00:00,2024-12-14 08:57:54.296198606+00:00,1.994085,jpg,pic,0,31.3116038,35.36263399972222,2022-03-14 10:27:17+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_123006.jpg,20220314_123006.jpg,2024-12-13 02:07:07.268447399+00:00,2022-03-14 16:30:08+00:00,2024-12-14 08:57:54.347986221+00:00,2.643794,jpg,pic,0,31.3117151,35.3625107,2022-03-14 10:30:06+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_130327.mp4,20220314_130327.mp4,2024-12-13 12:21:18.766416311+00:00,2022-03-14 17:03:34+00:00,2024-12-14 08:57:54.003066778+00:00,58.337655,mp4,clip,+31.1720+035.3678/,31.172,35.3678,2022-03-14 11:03:34+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_130433.jpg,20220314_130433.jpg,2024-12-13 02:07:07.275366545+00:00,2022-03-14 17:04:34+00:00,2024-12-14 08:57:53.450117826+00:00,1.277519,jpg,pic,0,31.171939999722223,35.367570399722226,2022-03-14 11:04:33+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_130842.mp4,20220314_130842.mp4,2024-12-13 12:21:19.018566608+00:00,2022-03-14 17:08:47+00:00,2024-12-14 08:57:53.795009613+00:00,35.920526,mp4,clip,+31.1716+035.3680/,31.1716,35.368,2022-03-14 11:08:47+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_132713.jpg,20220314_132713.jpg,2024-12-13 02:07:07.283450365+00:00,2022-03-14 17:27:14+00:00,2024-12-14 08:57:52.281236649+00:00,1.466423,jpg,pic,0,31.1711363,35.3692555,2022-03-14 11:27:13+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_132716.jpg,20220314_132716.jpg,2024-12-13 02:07:07.300812483+00:00,2022-03-14 17:27:17+00:00,2024-12-14 08:57:52.292870283+00:00,1.50144,jpg,pic,0,31.1711363,35.3692555,2022-03-14 11:27:16+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_132952.mp4,20220314_132952.mp4,2024-12-13 12:21:20.233077288+00:00,2022-03-14 17:30:00+00:00,2024-12-14 08:57:52.575128078+00:00,70.639594,mp4,clip,+31.1713+035.3687/,31.1713,35.3687,2022-03-14 11:30:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_153324.mp4,20220314_153324.mp4,2024-12-13 12:21:20.655002594+00:00,2022-03-14 19:33:31+00:00,2024-12-14 08:57:51.990219355+00:00,61.492475,mp4,clip,+31.1642+035.3660/,31.1642,35.366,2022-03-14 13:33:31+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_164716.mp4,20220314_164716.mp4,2024-12-13 12:21:21.265986919+00:00,2022-03-14 20:47:21+00:00,2024-12-14 08:57:51.429769516+00:00,43.30935,mp4,clip,+31.8153+035.3544/,31.8153,35.3544,2022-03-14 14:47:21+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_165342.mp4,20220314_165342.mp4,2024-12-13 12:21:21.803391695+00:00,2022-03-14 20:53:46+00:00,2024-12-14 08:57:51.091550827+00:00,37.54403,mp4,clip,+31.7857+035.2912/,31.7857,35.2912,2022-03-14 14:53:46+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_165355.jpg,20220314_165355.jpg,2024-12-13 02:07:07.314193487+00:00,2022-03-14 20:53:57+00:00,2024-12-14 08:57:50.080697775+00:00,2.281899,jpg,pic,0,31.7857239,35.2911481,2022-03-14 14:53:55+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_165359.jpg,20220314_165359.jpg,2024-12-13 02:07:07.328030586+00:00,2022-03-14 20:54:01+00:00,2024-12-14 08:57:50.129575490+00:00,2.656079,jpg,pic,0,31.7857239,35.2911481,2022-03-14 14:54:00+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_165948.mp4,20220314_165948.mp4,2024-12-13 12:21:22.406746864+00:00,2022-03-14 20:59:58+00:00,2024-12-14 08:57:50.646555662+00:00,86.952976,mp4,clip,+31.7904+035.2425/,31.7904,35.2425,2022-03-14 14:59:58+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_180141.jpg,20220314_180141.jpg,2024-12-13 02:07:07.350810766+00:00,2022-03-14 22:01:42+00:00,2024-12-14 08:57:50.018196106+00:00,2.308387,jpg,pic,0,31.774378299722223,35.2224061,2022-03-14 16:01:41+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_180147.jpg,20220314_180147.jpg,2024-12-13 02:07:07.362113714+00:00,2022-03-14 22:01:48+00:00,2024-12-14 08:57:49.940534115+00:00,2.060277,jpg,pic,0,31.774378299722223,35.2224061,2022-03-14 16:01:47+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_180148.jpg,20220314_180148.jpg,2024-12-13 02:07:07.373318911+00:00,2022-03-14 22:01:49+00:00,2024-12-14 08:57:49.925586700+00:00,2.049506,jpg,pic,0,31.774378299722223,35.2224061,2022-03-14 16:01:48+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_183308.mp4,20220314_183308.mp4,2024-12-13 12:21:22.758843899+00:00,2022-03-14 22:33:14+00:00,2024-12-14 08:57:49.432065248+00:00,50.932266,mp4,clip,+31.7854+035.2113/,31.7854,35.2113,2022-03-14 16:33:14+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_183403.mp4,20220314_183403.mp4,2024-12-13 12:21:23.015501499+00:00,2022-03-14 22:34:07+00:00,2024-12-14 08:57:49.668526173+00:00,37.180211,mp4,clip,+31.7854+035.2113/,31.7854,35.2113,2022-03-14 16:34:07+00:00
/media/kjb3/KJB320TB1/D2V1/Vids Clips Pics/2 Unsorted Clips/34 Galaxy S21 Ultra/Vol 6/20220314_185934.mp4,20220314_185934.mp4,2024-12-13 12:21:23.455135345+00:00,2022-03-14 22:59:42+00:00,2024-12-14 08:57:48.968709946+00:00,64.361464,mp4,clip,+31.7854+035.2112/,31.7854,35.2112,2022-03-14 16:59:42+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_202745.jpg,20220314_202745.jpg,2024-12-13 02:07:07.380568743+00:00,2022-03-15 00:27:54+00:00,2024-12-14 08:57:48.644134283+00:00,1.219845,jpg,pic,0,31.7853667,35.211176899722226,2022-03-14 18:27:48+00:00
/media/kjb3/KJB320TB1/D1V1/Vids Clips Pics/1 Unsorted Pics/34 Galaxy S21 Ultra/Vol 6/20220314_202819.jpg,20220314_202819.jpg,2024-12-13 02:07:07.401078939+00:00,2022-03-15 00:28:27+00:00,2024-12-14 08:57:48.712499142+00:00,2.090192,jpg,pic,0,31.7853643,35.211195199722226,2022-03-14 18:28:21+00:00
